cpu_t0,memory_t0,disk_t0,temperature_t0,errors_t0,response_time_t0,network_t0,uptime_t0,processes_t0,threads_t0,cpu_t1,memory_t1,disk_t1,temperature_t1,errors_t1,response_time_t1,network_t1,uptime_t1,processes_t1,threads_t1,cpu_t2,memory_t2,disk_t2,temperature_t2,errors_t2,response_time_t2,network_t2,uptime_t2,processes_t2,threads_t2,cpu_t3,memory_t3,disk_t3,temperature_t3,errors_t3,response_time_t3,network_t3,uptime_t3,processes_t3,threads_t3,cpu_t4,memory_t4,disk_t4,temperature_t4,errors_t4,response_time_t4,network_t4,uptime_t4,processes_t4,threads_t4,cpu_t5,memory_t5,disk_t5,temperature_t5,errors_t5,response_time_t5,network_t5,uptime_t5,processes_t5,threads_t5,cpu_t6,memory_t6,disk_t6,temperature_t6,errors_t6,response_time_t6,network_t6,uptime_t6,processes_t6,threads_t6,cpu_t7,memory_t7,disk_t7,temperature_t7,errors_t7,response_time_t7,network_t7,uptime_t7,processes_t7,threads_t7,cpu_t8,memory_t8,disk_t8,temperature_t8,errors_t8,response_time_t8,network_t8,uptime_t8,processes_t8,threads_t8,cpu_t9,memory_t9,disk_t9,temperature_t9,errors_t9,response_time_t9,network_t9,uptime_t9,processes_t9,threads_t9,label
30.17,50.45,45.63,46.27,0.59,100.93,1000.22,198.52,60.09,120.81,29.22,49.83,40.88,42.09,0.37,102.43,1002.59,202.28,59.2,120.84,27.93,51.62,44.94,47.04,-0.25,99.78,998.59,201.24,57.43,119.6,29.35,50.53,39.17,41.57,-0.25,96.77,1001.02,197.05,61.18,118.5,30.02,49.77,40.75,41.82,-0.98,102.57,1000.9,196.18,59.21,119.59,28.99,53.9,39.96,45.05,1.05,101.24,999.96,198.96,57.88,122.9,31.06,49.94,39.19,46.88,1.07,101.2,1001.38,203.4,59.85,118.42,29.57,51.76,38.38,44.08,0.02,97.85,1000.99,197.93,54.97,123.06,31.29,51.82,38.13,44.26,-0.64,100.42,1000.36,199.51,61.67,119.85,35.16,49.54,37.31,40.59,-2.92,98.1,1001.3,197.37,57.67,117.72,0
28.15,53.16,41.69,45.82,4.57,100.41,998.78,196.94,61.38,121.61,30.08,50.0,37.66,44.24,-2.99,99.85,1001.07,200.47,60.75,118.87,30.44,47.44,40.02,45.49,1.61,98.99,1000.03,202.38,56.52,119.33,29.96,49.73,41.48,45.28,2.09,101.33,1000.46,199.81,57.66,117.83,30.31,51.63,41.49,42.64,-1.18,100.39,999.86,199.15,58.08,118.42,32.46,49.39,40.01,45.44,0.6,99.29,1002.72,203.23,60.06,117.51,29.48,50.68,44.14,45.31,0.94,99.07,1000.68,197.13,57.33,118.87,32.03,50.64,41.76,46.2,2.27,102.17,1002.6,201.35,60.74,119.21,26.33,51.46,35.87,45.84,-1.84,98.23,998.47,200.89,60.06,123.79,28.79,47.44,39.76,46.31,0.34,100.63,1003.18,199.07,59.04,120.29,0
32.73,51.37,39.61,44.42,0.34,101.55,1000.76,201.45,55.87,120.42,28.8,51.34,41.3,45.89,-2.42,100.95,999.28,199.0,61.53,119.03,29.96,52.67,39.1,45.17,3.91,102.78,1003.16,199.89,59.61,119.48,26.28,52.63,40.52,43.96,0.4,100.77,999.84,202.01,57.39,121.06,26.95,52.36,40.66,42.87,-0.21,99.95,999.13,195.68,60.23,125.41,30.24,47.2,38.3,45.01,-2.21,100.68,999.13,207.79,57.79,118.86,29.03,48.51,39.41,45.67,2.08,99.09,996.95,201.5,58.29,119.5,33.51,49.23,42.04,44.43,1.47,103.87,998.85,202.17,58.18,116.28,26.42,53.93,41.66,46.97,2.81,100.61,1002.88,202.93,63.69,119.22,31.02,50.78,38.12,44.34,-0.37,99.29,998.58,199.87,59.22,123.38,0
31.9,49.79,36.25,45.27,1.58,100.03,1000.14,201.46,60.37,119.45,28.86,45.73,42.2,45.14,0.31,98.49,1001.92,199.53,61.75,120.84,33.01,49.31,42.06,45.24,0.53,99.0,998.59,200.38,62.25,121.14,30.32,50.18,42.38,45.13,3.44,101.83,1000.28,197.56,59.88,120.42,27.99,49.17,43.1,43.73,-1.69,97.44,1002.43,200.04,62.34,124.22,28.64,48.9,38.77,47.08,2.69,101.29,1001.81,197.31,60.46,119.81,27.9,50.83,40.03,44.44,-0.22,103.13,996.85,200.46,58.52,124.6,29.65,50.46,41.54,47.93,-2.06,99.03,996.17,199.18,59.36,117.07,27.74,48.3,38.05,46.08,-1.61,98.94,1003.22,197.41,62.59,119.32,28.89,46.77,39.02,42.98,2.86,99.43,996.21,199.22,59.74,118.08,0
27.63,46.68,39.45,45.16,4.26,95.62,1000.38,198.32,60.85,121.79,33.61,51.84,37.14,44.96,-0.34,98.61,1004.32,201.95,57.86,119.12,33.09,47.68,40.8,45.61,1.0,97.4,998.69,199.05,60.68,119.43,30.67,52.37,36.9,43.66,-0.69,101.82,999.24,200.8,62.45,120.49,30.74,51.87,40.35,45.26,-0.77,102.23,1002.31,203.91,62.37,123.75,31.57,46.07,37.52,43.21,-1.91,100.49,1000.06,202.13,60.5,118.54,30.12,48.58,45.42,43.08,-2.75,102.39,998.16,199.73,60.5,120.84,29.12,46.22,42.18,44.19,2.65,100.12,1001.61,203.06,59.8,119.07,28.56,50.69,37.61,43.73,-0.86,98.05,1000.6,196.04,60.12,117.62,29.47,48.2,39.93,46.47,0.34,99.07,998.16,199.04,59.73,121.37,0
27.35,50.44,37.76,42.42,1.23,103.21,1004.1,202.6,62.55,117.26,30.62,48.04,41.43,45.32,-2.31,97.12,1000.95,200.74,59.34,116.21,28.52,50.84,38.45,45.81,0.21,100.34,1003.46,201.01,61.17,123.94,26.85,51.19,41.16,46.66,1.11,101.25,1000.18,202.31,58.3,123.13,29.71,49.17,40.63,45.91,-0.1,99.57,1002.28,203.31,59.75,118.38,27.74,47.71,42.26,43.33,-1.56,103.24,997.69,202.04,59.8,121.46,28.27,52.39,40.68,43.72,0.67,98.41,995.42,203.11,63.37,120.41,27.48,50.88,38.99,43.44,2.75,98.56,1002.13,199.08,60.09,121.42,28.15,50.87,38.63,48.2,-0.7,100.06,1003.27,202.06,62.68,121.42,26.82,49.44,42.16,40.83,-1.19,102.48,1000.29,195.41,59.36,122.62,0
28.37,51.56,42.29,46.24,1.84,95.34,999.93,200.9,59.29,119.49,28.25,51.67,39.13,47.64,1.3,101.55,998.66,201.25,63.64,117.69,31.99,53.94,39.76,45.45,-0.47,99.43,998.97,198.13,56.5,123.45,31.26,50.8,38.69,46.62,-0.69,95.72,997.71,198.7,60.66,118.93,29.3,50.74,40.82,45.99,4.5,103.32,1001.1,198.65,61.28,119.8,27.24,48.69,38.52,42.18,-3.52,101.13,1004.11,200.73,58.79,119.59,31.09,47.73,40.34,41.84,-2.82,99.18,999.36,198.46,57.69,120.06,29.19,52.12,38.28,43.38,0.29,98.6,999.5,199.59,62.77,121.94,28.56,51.34,39.83,44.99,-2.5,100.76,1000.44,204.15,58.27,119.0,28.86,49.92,38.73,45.28,-1.71,96.91,1003.05,199.97,62.29,125.95,0
32.27,50.89,38.85,44.78,2.64,98.61,1001.9,201.34,57.67,120.6,31.51,49.04,39.34,42.98,-3.08,98.73,999.98,199.28,59.14,117.09,28.38,49.2,41.2,43.48,-2.81,98.94,1003.68,201.57,63.42,123.15,29.75,50.8,37.59,43.34,2.26,97.82,998.61,200.71,59.72,121.37,30.52,50.28,39.69,41.2,1.75,98.2,996.62,201.75,60.66,120.06,27.79,51.05,37.39,45.6,-1.45,100.32,1000.63,200.38,59.0,120.42,28.99,45.01,40.11,46.34,-3.16,98.89,999.22,200.49,61.12,119.18,31.55,50.35,38.81,49.29,1.86,100.31,999.64,199.66,60.83,119.36,28.47,48.64,39.22,43.02,1.76,100.81,1000.08,200.13,58.67,118.29,27.39,53.65,40.6,49.28,-1.86,100.17,999.66,200.93,60.26,119.77,0
30.78,46.8,39.79,45.77,1.98,100.9,998.88,202.16,59.93,122.51,30.39,50.91,36.01,44.02,-1.27,102.61,999.29,202.5,60.77,118.7,31.8,51.84,38.73,47.76,-2.56,97.81,1000.67,198.22,59.19,120.01,31.43,51.68,41.79,44.29,1.39,100.68,1000.97,196.89,59.81,121.1,30.91,50.75,41.11,46.26,-0.61,97.91,999.83,202.51,57.78,120.74,31.05,51.76,40.18,39.13,-1.45,100.74,999.37,204.18,59.22,118.69,29.25,49.09,36.53,41.74,7.85,100.57,997.73,199.73,58.9,120.45,30.37,53.83,38.92,43.92,4.26,96.26,1001.41,198.79,60.28,123.53,29.05,49.28,37.58,44.97,2.49,100.35,1001.86,195.87,61.74,121.0,30.66,51.88,37.7,44.62,1.7,99.02,999.44,196.13,57.96,118.03,0
25.8,51.62,39.95,44.39,0.84,96.54,1000.32,201.56,61.35,119.4,33.43,49.56,39.5,45.62,-0.89,99.28,999.98,200.07,58.65,122.93,25.84,48.2,39.2,47.11,-3.44,100.09,1003.99,200.52,60.63,120.65,28.89,52.67,37.49,44.72,-1.61,99.76,999.9,200.27,62.42,115.79,31.86,51.78,39.1,45.96,-3.71,100.36,998.47,201.53,58.37,118.74,29.53,49.94,40.93,45.98,2.17,100.04,996.78,200.19,62.04,121.11,33.56,46.97,41.39,46.62,-3.38,101.08,1002.37,202.05,62.64,117.92,31.06,48.31,41.47,46.5,-0.23,102.13,998.11,203.92,61.77,121.07,31.32,49.34,37.61,44.24,0.81,101.26,1004.97,203.57,59.99,118.16,28.15,47.55,45.42,46.41,-3.06,98.81,1000.81,200.16,61.61,122.33,0
27.2,50.88,39.99,45.22,1.2,97.4,999.2,198.49,63.28,120.52,27.57,46.13,37.0,46.75,1.13,100.83,997.04,198.28,61.22,120.92,28.45,49.72,41.47,45.11,0.34,99.85,1003.26,199.93,61.04,122.24,34.66,52.42,39.61,45.67,-1.78,98.32,999.27,198.49,62.19,120.34,27.96,52.17,40.52,41.76,-2.16,104.01,1003.78,201.23,57.7,118.35,27.65,46.76,39.6,45.64,-3.52,95.85,999.19,199.7,61.03,120.78,27.39,48.08,38.67,43.41,-1.93,102.19,997.59,198.55,56.98,119.97,30.73,50.34,41.37,42.49,2.36,99.43,998.14,194.63,60.88,121.94,28.96,49.31,38.68,46.14,5.28,97.93,1000.72,198.75,61.85,119.83,30.83,51.45,42.41,44.8,-1.8,97.13,999.7,202.23,54.43,121.91,0
29.46,48.07,38.82,43.37,-6.2,96.75,999.1,202.33,57.1,120.26,26.45,52.07,36.57,45.68,-1.46,104.63,1000.49,198.71,59.72,120.38,30.02,48.67,41.73,43.68,-0.19,101.06,1001.83,199.23,59.01,123.66,29.66,49.88,38.72,47.14,-4.29,103.07,999.23,201.88,62.33,124.02,28.51,50.7,43.09,46.86,-0.69,104.46,996.49,200.86,58.35,120.5,32.73,46.42,37.91,43.49,-1.49,102.14,998.96,195.92,66.07,122.18,30.02,51.93,37.8,45.47,0.3,101.94,1002.52,202.79,62.41,124.2,30.24,48.04,37.3,42.08,-0.59,98.86,998.43,199.59,58.82,119.52,27.49,50.88,38.49,42.82,1.42,101.74,998.3,199.47,56.78,117.2,29.24,54.44,39.12,43.66,-0.73,98.38,998.9,199.35,61.0,118.95,0
30.39,52.0,41.99,44.72,-0.39,95.73,1001.22,199.88,60.58,119.74,33.37,50.77,37.31,47.92,-3.34,102.45,999.28,202.98,61.33,117.56,30.66,48.75,39.03,49.34,0.69,97.94,1002.43,199.64,63.49,114.28,31.55,48.03,38.06,46.71,-0.52,102.32,999.87,204.46,61.2,122.23,26.59,49.0,40.28,48.36,-2.19,98.33,997.38,199.53,60.97,121.14,31.09,47.2,44.99,44.92,0.8,98.94,1000.93,202.64,62.86,120.35,28.49,48.37,39.42,43.52,-1.61,100.14,1002.57,200.58,58.4,119.62,28.92,47.61,37.29,46.16,-2.44,100.53,994.99,201.25,59.14,117.71,31.48,48.8,42.6,45.66,0.7,97.99,1003.6,200.32,58.19,121.62,30.89,51.43,40.31,42.89,3.0,101.6,1001.79,205.1,60.56,119.52,0
31.24,47.94,41.05,44.19,0.88,96.73,999.06,200.2,59.81,118.52,33.39,49.01,44.74,45.41,-4.41,100.7,999.42,202.16,57.6,120.26,32.62,50.86,39.16,45.84,1.76,101.73,996.12,196.55,57.86,118.42,29.83,51.27,39.31,43.38,0.13,100.18,1002.74,199.61,56.78,121.3,31.93,52.13,39.23,48.67,3.13,100.22,1001.57,201.27,62.41,119.54,30.5,51.32,44.0,45.58,0.25,100.59,998.36,205.02,59.01,119.87,31.55,46.54,40.67,50.65,2.69,101.43,999.76,196.6,59.31,119.71,31.08,47.29,39.59,44.41,-4.75,95.79,999.58,202.29,57.35,125.99,32.49,47.81,41.94,46.01,-1.18,100.68,999.48,201.16,60.1,121.22,29.47,50.48,36.01,45.73,-4.59,100.05,1000.24,200.43,60.5,121.32,0
31.79,48.99,41.14,44.8,0.76,97.12,1000.09,200.81,58.01,119.72,29.3,47.32,39.16,46.42,0.81,99.2,998.21,201.73,59.12,118.04,30.83,54.23,39.72,45.26,-2.91,98.37,1002.21,198.89,59.56,122.3,31.82,48.8,40.5,48.32,-3.92,101.97,1001.39,197.67,62.94,121.13,33.0,50.52,34.82,44.21,1.94,102.73,999.47,200.7,58.58,117.32,32.69,49.96,38.0,44.57,0.47,105.33,994.97,200.14,63.02,123.19,31.07,49.86,41.28,45.53,-0.48,101.55,999.2,199.04,59.01,119.77,29.38,48.05,38.33,45.08,-2.51,98.36,997.81,200.77,62.86,119.51,28.05,49.87,39.69,46.02,-4.23,98.7,1000.42,204.76,57.99,118.25,29.24,50.04,38.39,48.67,1.12,99.29,997.38,200.7,61.34,122.5,0
32.05,51.43,42.36,45.53,0.19,98.21,1003.33,201.43,61.18,116.13,29.53,49.38,37.71,43.26,1.11,102.44,1000.03,201.26,58.2,119.28,32.0,47.76,37.97,47.43,0.27,103.66,1003.5,196.02,57.84,119.19,28.66,46.9,38.52,44.48,-1.31,102.3,1004.12,200.75,58.02,120.98,28.45,51.55,38.79,44.71,-0.78,97.78,999.03,198.83,63.17,119.57,31.38,52.97,41.45,42.26,-1.87,102.9,995.64,198.53,58.63,124.58,31.02,48.43,38.74,46.0,-0.77,102.1,999.4,201.4,56.52,119.07,28.71,52.43,42.27,46.5,-1.74,102.87,1001.07,200.54,57.91,120.26,28.98,53.02,38.76,43.88,-2.08,98.25,999.81,198.8,62.41,121.05,26.97,46.25,40.54,44.88,-2.21,98.91,999.79,197.16,59.89,119.51,0
29.22,52.88,41.94,46.02,3.53,97.58,1002.15,198.46,62.35,121.0,32.2,49.38,36.98,47.72,1.77,99.31,1000.14,199.22,58.49,118.6,33.9,48.85,36.75,42.11,-0.76,99.66,1002.12,199.06,58.92,118.49,28.81,53.5,42.02,45.11,0.47,100.65,998.87,200.47,57.35,120.7,28.84,49.34,41.26,45.91,1.92,101.92,999.7,197.0,60.81,115.1,30.65,49.96,41.91,45.44,1.18,100.69,1000.42,203.01,58.82,121.15,28.51,52.0,38.93,45.27,0.17,96.53,998.59,202.65,59.9,120.51,29.76,48.11,41.75,42.89,-0.52,98.38,996.72,197.24,57.75,120.86,30.19,47.41,44.06,44.22,0.37,101.52,1000.49,197.76,58.64,120.53,31.44,49.59,39.1,46.62,0.25,103.18,998.05,199.3,56.74,120.89,0
34.76,52.78,42.37,46.24,-0.76,94.88,998.29,201.39,63.68,122.21,29.95,50.63,41.39,44.0,-1.49,98.16,1002.9,199.03,58.44,119.51,27.96,48.32,43.4,46.03,-0.07,100.63,1000.26,200.79,59.25,119.18,27.96,49.33,40.57,43.62,2.01,99.29,1001.07,203.11,56.55,119.67,29.97,47.09,44.56,45.76,2.63,101.83,997.94,200.34,61.03,119.99,31.08,53.65,41.43,41.8,-0.08,100.18,1005.93,200.1,57.42,117.17,29.07,50.84,37.76,48.35,-0.15,97.7,998.46,202.5,62.09,119.95,29.73,50.99,43.53,44.93,-3.14,99.5,998.83,199.57,60.09,120.18,28.53,49.99,39.62,43.18,2.59,104.45,999.45,201.82,61.26,116.86,29.62,54.17,40.89,41.7,-0.68,101.48,999.35,199.4,57.45,119.46,0
32.07,50.8,39.98,46.39,-0.81,98.87,1005.94,201.3,60.01,121.51,30.13,50.37,39.36,47.0,0.39,100.79,1002.04,198.85,58.52,123.23,28.75,52.21,40.72,45.33,0.63,96.97,1003.74,201.93,59.03,117.5,31.62,50.43,39.88,43.77,-2.96,96.26,1000.33,199.91,62.54,123.16,31.13,46.38,41.0,45.91,2.62,96.04,999.99,196.85,59.06,120.37,32.33,52.85,40.45,48.36,4.8,100.13,998.29,201.25,59.84,122.72,33.62,50.56,40.31,42.76,1.55,101.23,999.3,202.1,57.72,118.37,28.77,48.75,38.5,45.75,2.9,103.43,1000.22,197.81,57.97,118.82,29.9,46.85,39.88,44.53,-3.53,100.61,999.75,201.35,56.19,119.52,26.91,49.08,40.83,43.51,1.05,98.17,1001.56,200.4,61.94,117.87,0
29.87,49.15,41.18,43.79,-3.17,97.01,1002.53,201.44,57.44,122.44,30.8,51.11,38.8,44.13,0.04,100.12,999.41,198.56,59.07,120.4,31.88,51.49,39.83,46.24,-0.7,99.67,998.16,199.37,57.03,124.42,26.6,49.24,45.55,45.09,0.15,102.11,1000.98,198.42,63.1,121.18,30.33,51.14,36.97,46.3,2.32,99.14,999.91,201.82,57.69,120.68,27.82,49.03,41.14,42.97,-1.4,102.36,996.85,198.19,61.55,120.78,28.09,50.54,37.5,44.67,2.05,95.91,1001.9,197.04,59.78,116.65,31.83,48.69,40.56,46.72,-1.41,97.94,997.18,200.59,59.8,118.96,30.12,46.68,43.48,46.42,-3.76,97.31,996.2,200.1,61.11,119.76,29.88,52.02,39.16,46.68,-2.06,101.6,1002.58,200.56,60.43,122.44,0
31.03,51.07,40.5,42.17,-4.26,101.89,999.7,202.73,59.27,116.98,31.98,49.16,37.87,44.02,-4.46,101.58,998.32,202.9,61.87,122.58,33.46,51.53,39.77,45.74,3.38,99.12,996.24,198.61,58.46,122.9,28.63,50.58,40.67,43.56,1.07,98.14,1001.47,203.75,58.61,119.39,29.59,49.85,39.17,48.55,-2.9,102.76,999.27,199.82,60.17,121.23,33.6,48.28,40.71,42.08,2.03,98.68,998.65,199.97,62.41,118.63,31.62,51.39,39.08,45.65,-1.73,99.41,999.35,201.31,64.57,118.88,29.23,49.24,39.89,45.9,0.64,100.64,999.85,198.32,64.9,117.49,30.89,53.31,32.32,46.26,2.58,105.2,1000.89,199.93,56.71,120.35,27.5,50.8,37.51,43.24,0.27,100.35,999.95,198.97,59.49,122.45,0
30.91,48.91,41.47,44.27,3.69,98.11,999.96,201.35,57.96,117.65,26.78,53.19,37.42,44.27,1.53,100.39,1000.1,201.29,60.58,119.39,31.32,51.8,40.61,43.64,-0.47,96.17,1005.64,201.15,61.99,117.29,34.49,50.62,41.57,48.45,-3.79,98.43,999.41,201.44,59.42,118.86,29.84,51.25,38.35,46.13,1.62,103.27,1004.12,199.54,61.01,117.85,27.62,49.16,36.62,42.54,0.64,103.35,998.85,195.82,58.21,119.94,31.56,47.03,42.82,46.03,-1.91,97.66,997.85,199.66,60.4,117.25,28.0,50.36,41.27,46.46,3.31,99.05,1000.51,204.52,58.85,121.32,30.05,49.92,38.57,46.71,-0.83,98.3,1000.97,200.37,59.85,117.45,29.75,49.87,38.06,43.62,1.01,98.58,999.05,199.22,57.93,120.96,0
30.55,46.27,38.79,48.11,-0.92,101.67,1001.62,196.54,58.12,118.62,30.99,49.41,41.53,47.07,2.13,101.32,999.13,197.6,61.0,121.76,28.99,50.52,41.59,42.24,-1.13,98.23,1000.36,203.69,59.99,117.13,32.54,47.51,41.02,48.67,-2.74,102.24,1000.55,199.69,58.75,120.07,30.53,48.17,42.87,44.71,-1.46,102.36,999.0,203.18,60.88,118.53,32.34,50.38,39.09,44.7,-4.31,100.48,997.45,198.79,60.74,120.49,33.3,51.25,40.35,48.18,4.28,99.48,1000.01,202.07,55.82,119.9,31.26,48.82,43.52,42.86,0.94,100.22,1001.73,196.91,58.35,120.91,33.62,48.88,38.21,45.4,2.48,100.31,997.8,199.23,61.47,119.49,28.87,47.86,39.31,46.89,0.33,97.13,998.28,198.85,59.75,118.39,0
27.77,48.26,39.53,43.61,1.01,100.4,996.73,197.6,60.86,119.35,29.25,46.6,40.85,45.9,-3.26,97.48,995.41,197.04,59.8,118.24,33.04,50.71,38.07,41.57,2.63,102.17,1002.3,197.4,60.62,119.29,32.39,53.62,40.78,43.21,-0.48,100.84,998.74,199.35,59.56,118.75,30.66,46.33,39.69,46.29,-1.32,97.6,1000.51,198.32,61.09,121.82,31.05,50.43,40.22,44.72,-0.06,99.03,999.38,198.97,57.72,122.14,28.46,49.42,41.34,45.99,0.68,99.42,999.93,201.6,62.45,118.6,31.73,49.33,40.03,40.31,-1.65,100.86,1001.43,199.65,61.03,121.66,26.0,48.04,39.68,43.81,-1.68,104.14,998.85,200.21,62.61,117.1,32.73,50.07,42.29,43.88,3.07,101.53,1000.9,200.19,61.77,120.12,0
31.72,48.71,37.85,46.77,0.42,101.79,1000.26,198.7,61.59,121.37,28.27,51.07,38.52,45.14,3.4,101.92,998.99,197.97,60.81,121.17,25.1,47.98,41.28,44.65,-3.45,100.23,1003.39,199.48,59.12,124.46,28.44,50.24,41.72,45.91,-0.29,99.6,1001.53,199.01,58.88,117.5,31.16,44.63,41.63,45.48,0.69,99.79,1001.71,200.58,61.18,118.16,29.52,51.46,36.28,45.03,-0.19,98.69,1000.25,198.44,59.32,118.16,31.2,50.75,41.29,47.19,3.36,102.59,1001.6,197.8,59.27,120.26,27.69,48.66,41.05,43.09,-2.9,99.59,998.03,196.41,56.3,115.71,34.01,51.61,39.23,41.57,-1.35,98.65,999.27,199.95,60.46,117.09,28.26,53.94,40.84,44.88,1.89,98.61,1004.92,201.24,58.41,119.61,0
29.94,48.34,41.37,44.67,-1.32,102.51,1003.97,199.17,57.07,118.7,29.2,48.84,40.32,45.39,-1.01,101.13,1000.76,197.32,62.69,125.16,32.46,45.32,41.56,43.82,4.4,98.45,995.78,201.72,60.85,122.03,26.6,49.86,42.58,44.38,2.24,101.28,1000.61,198.11,61.56,120.78,29.9,48.94,40.99,46.67,-0.39,99.02,997.34,200.49,63.66,117.29,29.38,50.53,36.66,41.84,-0.63,100.87,997.75,199.26,59.54,121.76,30.07,47.56,41.31,46.92,-0.38,101.33,997.6,200.01,59.53,115.63,29.59,51.04,43.29,43.98,3.55,100.41,998.16,194.65,58.0,122.82,29.76,51.28,43.43,44.81,-1.41,99.95,999.74,204.82,62.49,118.08,27.66,46.3,37.36,43.97,-0.36,102.52,1001.63,201.38,58.06,120.48,0
28.9,49.98,40.1,46.13,3.2,100.9,999.71,197.6,61.94,122.12,25.67,51.08,40.67,44.07,-0.44,101.54,996.49,199.11,60.83,120.86,31.04,46.5,37.84,46.81,0.06,102.4,1002.89,198.92,58.65,119.05,25.08,52.81,42.92,43.84,-0.83,101.46,1000.9,203.02,58.13,121.51,28.68,51.61,39.95,44.2,-2.34,99.69,999.55,200.51,57.71,122.43,32.67,47.4,41.23,44.82,-2.4,99.07,1000.01,199.18,58.44,114.5,31.8,51.92,40.04,44.44,0.87,101.24,1004.15,198.1,64.36,121.5,30.82,51.86,38.91,46.49,-0.92,99.17,1001.62,202.39,60.34,125.62,28.25,47.15,40.6,45.55,-2.56,97.51,1000.05,201.59,59.88,116.73,31.47,51.25,39.19,44.79,0.47,96.67,1001.57,203.38,59.46,120.13,0
28.7,52.56,38.64,43.68,-2.47,102.29,996.84,199.16,61.63,119.77,30.14,47.29,39.55,44.45,-0.64,99.04,1002.84,200.81,61.36,118.91,30.12,48.74,39.87,44.66,1.26,100.58,999.33,198.12,59.52,120.88,30.41,52.91,40.24,44.04,0.74,97.95,996.52,196.25,60.46,117.07,31.75,50.61,37.87,42.65,-0.84,99.5,1000.62,196.29,59.17,120.91,34.83,49.29,37.28,41.75,1.22,101.06,999.01,204.57,61.05,120.04,29.28,48.5,39.69,45.5,-1.48,100.34,999.36,197.03,60.6,122.69,29.7,49.63,42.61,42.63,3.98,100.46,996.03,200.85,59.87,121.36,31.83,48.88,41.81,42.18,-0.93,100.56,1000.39,198.63,58.12,120.87,32.61,54.43,39.21,47.12,-2.8,99.99,998.92,200.51,60.77,119.4,0
30.15,48.38,36.07,42.91,2.46,102.59,1000.46,198.43,61.23,117.08,30.23,54.4,36.45,45.87,-1.0,101.66,1004.03,199.36,61.31,120.7,31.93,50.39,38.43,45.74,-3.63,99.0,998.9,197.33,57.19,117.76,30.02,50.62,42.86,43.48,4.28,97.63,999.04,200.44,58.57,120.31,28.15,52.55,39.31,43.73,4.54,101.44,997.2,200.97,60.58,123.0,32.94,50.88,42.29,43.86,-0.62,102.8,997.98,198.96,61.64,120.22,28.53,48.69,38.93,43.05,-0.5,98.68,1002.34,203.43,58.65,121.8,30.55,48.41,38.57,44.63,2.74,98.06,1002.24,198.39,57.37,119.66,31.78,48.92,41.22,44.23,-1.16,100.63,998.59,196.49,58.74,118.81,27.82,51.97,40.18,44.94,1.54,98.98,1002.77,199.21,61.54,118.24,0
32.03,51.0,42.68,46.12,2.47,99.65,1004.0,202.98,58.51,121.37,28.49,45.19,40.08,41.99,1.48,104.26,1004.22,199.97,60.64,119.1,33.3,50.37,41.41,43.25,0.86,98.96,1001.45,201.72,58.11,120.96,28.18,44.94,39.41,48.87,2.31,100.68,999.53,197.79,60.74,118.19,28.37,49.1,38.54,47.4,3.54,98.49,1001.14,200.68,62.38,118.02,26.22,51.21,35.0,44.36,1.26,96.89,1001.2,202.01,57.39,120.41,32.52,52.68,41.56,47.08,3.87,98.46,1001.51,199.69,58.96,120.53,29.68,50.91,39.38,45.62,0.45,98.57,1000.84,200.03,58.0,120.7,26.47,50.68,39.26,47.42,-1.16,102.63,1002.43,199.11,57.33,120.08,27.55,49.34,38.55,43.89,-1.6,98.54,1000.57,198.58,59.32,117.77,0
31.37,47.12,40.76,43.34,3.46,98.49,995.92,200.37,57.55,119.16,33.39,51.57,40.98,42.06,0.78,100.89,997.63,202.96,58.63,120.49,29.4,50.12,41.22,42.51,1.65,99.01,996.67,199.13,60.91,122.37,30.6,46.25,39.82,42.67,3.37,101.45,1000.55,200.67,61.56,123.45,28.83,47.88,37.8,45.92,-2.42,100.33,1000.02,199.33,58.27,120.75,28.51,49.31,37.82,45.33,3.35,98.91,1001.78,198.34,62.24,117.58,30.01,47.1,39.66,43.08,0.39,99.16,999.9,199.02,60.96,117.15,26.61,45.31,40.09,43.96,1.85,98.94,1002.3,198.99,59.01,118.23,28.81,49.79,41.38,47.68,-0.73,96.91,998.49,197.06,63.22,119.44,31.16,47.68,40.89,45.86,-2.66,99.76,995.06,196.54,63.27,118.45,0
31.86,56.1,39.53,42.83,2.98,100.93,1000.97,201.17,59.92,121.85,30.56,49.96,41.42,45.14,4.96,96.68,1000.55,198.96,59.13,118.84,25.43,50.95,42.98,41.08,-1.92,100.75,1000.1,199.2,61.4,117.34,29.68,52.58,42.77,44.43,-0.4,101.64,998.95,200.29,59.28,123.6,32.08,55.22,38.06,45.28,-0.16,100.19,999.23,197.01,58.28,118.18,29.02,51.96,39.2,43.52,0.64,100.31,1002.76,199.66,59.51,119.89,32.23,47.3,36.81,48.02,0.56,98.13,1003.05,200.13,60.8,119.63,27.16,54.1,39.92,48.76,2.5,97.4,1001.82,200.04,57.61,120.1,32.16,45.94,42.27,44.89,0.75,104.76,1004.32,199.71,61.72,120.91,31.33,48.03,42.75,43.21,-3.0,98.44,996.11,203.53,57.83,123.06,0
